model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,fleurs_es,30,30,0,0.023543990086741014,0.00817948118719327,4.762382063108943,4.68948599190991,4.1615349242750055,2443.0200576782227,2359.6370220184326,3090.8500194549565,1448.0,3172.0,74.35880279541016,348.96,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,common_voice_22_es,30,30,0,0.10508474576271186,0.05828220858895705,15.182100403069898,14.60163643369899,9.767782536589749,381.6491365432739,392.8194046020508,441.6306972503662,0.0,1660.0,12.267253160476685,176.98799999999997,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,fleurs_es,30,30,0,0.026022304832713755,0.009815377424631924,23.76163313055436,23.845433722885076,18.50307621067742,482.74701436360675,470.25442123413086,554.1199922561646,328.0,1696.0,15.499756336212158,348.96,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,fleurs_es,30,30,0,0.05204460966542751,0.015424164524421594,14.949682146845317,14.576237058225242,13.005935790504155,784.4266414642334,755.6328773498535,1041.5648937225342,344.0,478.0,24.532893896102905,348.96,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,common_voice_22_es,30,30,0,0.9661016949152542,0.8705521472392638,15.67436062414735,15.429678782750965,11.432684856183437,633.9287122090658,384.22083854675293,501.94225311279297,108.0,478.0,19.83917999267578,176.98799999999997,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,fleurs_es,30,30,0,0.03593556381660471,0.011451273662070577,7.206113798022173,6.988318811581677,6.431053206597391,1622.6779460906982,1569.1646337509155,2091.257095336914,886.0,1446.0,50.70743989944458,348.96,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,fleurs_es,30,30,0,0.09045848822800495,0.031082028511334424,30.415810025308666,29.714417151904478,25.752954074532855,387.3234510421753,369.6026802062988,505.290150642395,174.0,130.0,12.644328117370605,348.96,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,fleurs_es,30,30,0,0.024783147459727387,0.008413180649684505,10.75499959554759,10.611873504834803,8.859278112726866,1073.183544476827,1038.7970209121704,1300.9432792663574,360.0,3104.0,33.334957122802734,348.96,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,common_voice_22_es,30,30,0,0.08135593220338982,0.05276073619631902,48.49830695895354,47.602398439401114,29.870889026609373,119.7304089864095,120.16177177429199,133.41355323791504,2.0,2450.0,4.416075944900513,176.98799999999997,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,fleurs_es,30,30,0,0.02973977695167286,0.012619770974526759,20.444402602053156,20.144275241290806,16.639825755054634,563.9076948165894,547.3405122756958,678.4306764602661,270.0,1660.0,17.978435516357422,348.96,Tesla T4
