model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,voxpopuli_es,300,300,0,0.06373152709359606,0.04033882547389081,66.10971196061783,70.47111127143262,40.6078566096619,182.1398409207662,147.23598957061768,267.5190210342407,620.0,2450.0,75.23948907852173,3639.5966875,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,voxpopuli_es,300,300,0,0.07820197044334976,0.054542637260472086,21.19588823349279,21.010521835610863,10.495896823984298,545.1594463984171,515.1748657226562,691.5359497070312,288.0,1696.0,177.39293217658997,3639.5966875,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,common_voice_25_lt,300,300,0,0.7265325670498084,0.2129204892966361,11.84305572734997,11.271359102828475,8.464988784467437,503.3616344134013,485.9590530395508,724.2435932159425,0.0,478.0,152.74568223953247,1719.7432499999986,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,common_voice_25_lt,300,300,0,0.30603448275862066,0.07320336391437308,7.150585488195756,6.836540190240658,5.406004252632575,798.7256987889608,777.4691581726074,994.5892095565797,288.0,3104.0,241.3434600830078,1719.7432499999986,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,common_voice_22_lt,300,300,0,0.281786941580756,0.06478613326303302,3.5600209368790736,3.46634466718452,2.6947827142662693,1580.810357729594,1555.8313131332397,2150.6927013397217,0.0,3172.0,476.2617509365082,1663.3672499999998,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,common_voice_22_es,300,300,0,0.7073086248701074,0.3846870994056637,33.26689758495241,31.400872819317428,23.172849736777472,253.89516989390054,193.9842700958252,259.4254732131958,0.0,130.0,79.01061630249023,1813.5119999999986,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,voxpopuli_lt,300,42,0,0.8097560975609757,0.33624312964759134,16.780148156309856,16.338489899233398,12.867287295331842,629.5049247287568,620.6880807876587,897.715163230896,0.0,130.0,27.468388080596924,436.524875,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,voxpopuli_lt,300,42,0,0.2975609756097561,0.1783058519236987,70.86490726242529,73.25370184904224,52.73140381064176,144.01524407523019,131.92832469940186,213.02795410156247,0.0,2450.0,7.118502616882324,436.524875,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_22_lt,300,300,0,1.0937653411880217,0.4743953074540302,28.721031740742102,27.716766266152806,21.068677883896378,235.92503786087036,191.69354438781738,278.76417636871344,0.0,74.0,72.87227725982666,1663.3672499999998,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,common_voice_22_lt,300,300,0,0.9091801669121257,0.2985566466750148,22.730328075930807,21.966015339015485,16.782765913067255,252.47359037399292,242.26832389831543,357.28862285614014,0.0,130.0,77.84476351737976,1663.3672499999998,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_25_lt,300,300,0,1.1839080459770115,0.5635830784913354,28.279902411817428,27.158548173277957,20.379109090119613,265.5673909187317,198.77398014068604,309.7636222839356,0.0,74.0,81.48338317871094,1719.7432499999986,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,common_voice_22_es,300,300,0,0.13959127121579495,0.08920871693275842,4.8938995196277535,4.661384165680749,3.551696696085585,1411.8666823705037,1288.4101867675781,1613.8275861740112,320.0,3172.0,426.39517736434937,1813.5119999999986,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,common_voice_25_lt,300,300,0,0.36590038314176243,0.0971585117227319,13.269138934909082,12.7353689881926,9.339266666062802,430.7008870442708,425.11963844299316,466.95921421051025,288.0,1696.0,130.95203232765198,1719.7432499999986,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,voxpopuli_es,300,300,0,0.16163793103448276,0.11645403990840693,12.891860537694201,12.709855074566917,9.9111264162442,976.6991400718689,829.8153877258301,1583.9207410812378,90.0,478.0,306.321396112442,3639.5966875,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,fleurs_es,300,300,0,0.033661315380631794,0.012540930657340788,82.01414465986367,85.13340063286178,69.23949887402756,148.3405041694641,135.44952869415283,210.63113212585452,96.0,2450.0,49.88437867164612,3657.06,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,voxpopuli_es,300,300,0,0.12602627257799673,0.08842518464955322,17.28504343200339,17.216247073014443,11.021749737921391,673.1116724014282,610.2021932601929,981.3554286956789,40.0,1660.0,215.9823887348175,3639.5966875,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,common_voice_25_lt,300,300,0,0.5268199233716475,0.1381880733944954,5.612442267277676,5.366482139852205,4.133915934853099,1052.864822546641,1018.4926986694336,1469.539093971253,0.0,1446.0,317.59346628189087,1719.7432499999986,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,common_voice_25_lt,300,300,0,0.3936781609195402,0.10384811416921509,3.5818694364307424,3.4147706747333233,2.61298964794988,1642.4536569913228,1589.2212390899658,2316.535377502442,0.0,3288.875,507.8524751663208,1719.7432499999986,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,common_voice_22_lt,300,300,0,0.32547864506627394,0.08139458248204047,12.963160671885017,12.538510577715126,9.47410172176503,424.0055497487386,421.00775241851807,461.89215183258057,288.0,1696.0,129.24998712539673,1663.3672499999998,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,voxpopuli_lt,300,42,0,0.6073170731707317,0.5459101196249596,2.7226459139423067,2.8542849466076676,2.096788616179348,5112.902879714966,3485.422134399414,6926.135540008544,0.0,3172.0,216.04923391342163,436.524875,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,mls_es,300,300,0,0.036153365284434254,0.015262946761160672,28.131367305911905,27.98127287717145,22.895278641958974,526.994563738505,508.70251655578613,570.0652122497559,328.0,1696.0,174.55598950386047,4387.959187499999,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,voxpopuli_es,300,300,0,0.07491789819376027,0.05185682557719126,3.922261683348187,3.9151446636599156,2.8959311719969505,2985.9148120880127,2692.128539085388,4850.414729118348,40.0,3288.875,910.1325824260712,3639.5966875,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,fleurs_lt,300,300,0,0.6600893521965748,0.18566125407207254,9.9544239458798,9.246999961167784,7.170351721855114,1127.395321528117,1065.9362077713013,1565.25993347168,0.0,478.0,343.747437953949,3332.880000000001,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,fleurs_lt,300,300,0,0.8763961280714817,0.31086643602111164,18.596884477464034,17.45455653908965,13.3946039473961,616.6681591669718,565.4188394546509,882.059931755066,0.0,130.0,189.44848608970642,3332.880000000001,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,voxpopuli_es,300,300,0,0.30470032840722494,0.1803970180603619,31.908624476725635,32.20747543062838,23.74977404301766,411.81816418965656,331.1220407485962,622.2821235656738,6.0,74.0,138.49508452415466,3639.5966875,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,common_voice_22_es,300,300,0,0.0516106685140284,0.018820650273860855,63.23932772602085,64.2738029379054,40.602700533174044,95.98817904790242,94.73013877868652,116.34056568145752,2.0,2450.0,31.563390970230103,1813.5119999999986,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,fleurs_lt,300,300,0,1.1839166046165301,0.5201646506224905,23.0648199277095,22.14683901605386,16.88642245588131,576.6089471181234,447.39603996276855,762.7140283584597,0.0,74.0,177.445396900177,3332.880000000001,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,fleurs_es,300,300,0,0.15756084930088038,0.04827033167754438,39.24006750692682,38.57157724690144,33.34693112604791,315.32206296920776,299.2652654647827,444.53527927398693,0.0,74.0,99.40958738327026,3657.06,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,fleurs_lt,300,300,0,0.24274013402829486,0.06207227455238769,19.864141631938413,18.5180197078518,13.456505336065169,546.7039831479391,534.4753265380859,636.3775730133057,288.0,1696.0,168.61314487457275,3332.880000000001,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,common_voice_22_lt,300,300,0,0.37653411880216003,0.09266460159493838,3.486386931480866,3.4188822960572356,2.611803894515494,1618.7137357393901,1574.0633010864258,2189.547348022461,0.0,3288.875,488.66564106941223,1663.3672499999998,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,voxpopuli_lt,300,42,0,1.0560975609756098,0.5295829291949563,20.751127900817597,21.415187540854706,16.615927773039168,609.6669208435785,465.4916524887085,927.2096157073972,0.0,74.0,26.660470962524414,436.524875,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,voxpopuli_es,300,300,0,0.08148604269293924,0.05437046984487716,6.137407144881498,6.03282213900513,4.709883774860614,1928.0772527058919,1721.3764190673828,3184.0973615646367,56.0,1446.0,592.2160103321075,3639.5966875,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_22_es,300,300,0,0.9553169379979217,0.5231907703064911,42.38882086677049,40.53085855345479,30.077290257951486,214.47403192520142,149.89542961120605,203.38716506958008,0.0,74.0,67.21869230270386,1813.5119999999986,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,common_voice_22_es,300,300,0,0.0626948389331486,0.02470574525113623,8.85373040758924,8.689416005341677,6.417082056313476,683.2924222946167,689.2940998077393,795.1886892318726,1184.0,3104.0,207.87051272392273,1813.5119999999986,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,common_voice_22_es,300,300,0,0.3082784897817804,0.17503787437361612,4.6849388508290595,4.508480541445997,3.451331744411115,1540.254446665446,1337.2100591659546,1653.4305095672607,340.0,3288.875,473.1005349159241,1813.5119999999986,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,voxpopuli_lt,300,42,0,0.8414634146341463,0.4049466537342386,14.265017788627326,13.076523396400898,10.102253741583214,824.2569140025547,700.2516984939575,1162.1179103851316,0.0,1660.0,35.994290828704834,436.524875,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,fleurs_lt,300,300,0,0.27661950856291884,0.0709613879138362,3.160211441094453,2.9487195031861706,2.3124296611648294,3539.200553894043,3329.0823698043823,4977.060389518738,0.0,3288.875,1066.5650570392609,3332.880000000001,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,common_voice_25_lt,300,300,0,0.9171455938697318,0.3260703363914373,23.096376985354325,22.178421060195227,16.230583351635147,270.7881760597229,245.72157859802246,380.61304092407227,0.0,130.0,82.95823931694031,1719.7432499999986,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,fleurs_es,300,300,0,0.027964785085447953,0.01144944646158644,23.968533640809927,23.76308235612832,18.218084950556193,499.3224549293518,486.91415786743164,582.9109191894534,288.0,1696.0,154.78806924819946,3657.06,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,mls_es,300,300,0,0.05251093977912065,0.031461919043343715,11.682051010707392,11.913906339993972,8.944924271064842,1278.6726315816243,1222.3141193389893,1676.6657114028933,1288.0,3104.0,400.89640712738037,4387.959187499999,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,common_voice_25_lt,300,300,0,0.3922413793103448,0.1146151885830785,13.173800729044727,12.774900341521287,9.87918791431409,445.87176243464154,426.6045093536377,546.6705560684205,0.0,1660.0,135.52352166175842,1719.7432499999986,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,fleurs_lt,300,300,0,0.23864482501861503,0.06285512260410617,7.848297975651722,7.272564754618092,5.661085509246998,1401.0736020406086,1335.0731134414673,1865.866804122925,448.0,3104.0,425.5296468734741,3332.880000000001,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,common_voice_22_lt,300,300,0,0.501227295041728,0.12970407961510577,5.484812794604208,5.300104518598931,4.149322827050633,1034.0563623110454,1017.8244113922119,1422.9658365249634,0.0,1446.0,312.28791642189026,1663.3672499999998,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,fleurs_es,300,300,0,0.02783531848783014,0.0107589156438643,20.584436011203955,20.204850910530173,17.15416391558108,585.5895209312439,560.1351261138916,754.6103239059448,0.0,1660.0,180.34561204910278,3657.06,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,fleurs_lt,300,300,0,0.22673119880863737,0.0592439203010177,80.05877102781473,82.33134548964316,66.76615550955233,137.04349676767984,124.98056888580322,215.79742431640628,0.0,2450.0,45.525274991989136,3332.880000000001,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,common_voice_22_es,300,300,0,0.2909594735019051,0.19717981587227595,17.89660193332189,16.620595601752065,12.689083506798989,400.51207542419434,364.6453619003296,461.76803112030035,0.0,478.0,123.00598073005676,1813.5119999999986,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,common_voice_22_lt,300,300,0,0.16691212567501226,0.03789626309892572,65.27079891198706,65.51871137667295,49.962044618510895,84.71805810928345,84.78164672851562,101.06720924377441,0.0,2450.0,27.359750747680664,1663.3672499999998,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,common_voice_22_es,300,300,0,0.06477312088673363,0.027153012469409158,14.894343871529724,14.779038716209246,9.790459145888576,404.03342485427856,405.11977672576904,426.10645294189453,288.0,1696.0,124.01941061019897,1813.5119999999986,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,fleurs_lt,300,300,0,0.263216679076694,0.07767872926083992,14.630634900781722,13.665216634028457,10.59117183032039,761.4918907483419,721.0516929626465,973.6907243728638,0.0,1660.0,233.36465406417847,3332.880000000001,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,common_voice_22_lt,300,300,0,0.3382425135002455,0.08627166677651091,12.940848238856235,12.457543036217544,9.955488977297964,426.3587482770284,423.2732057571411,526.9100427627565,0.0,1660.0,129.97298049926758,1663.3672499999998,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,mls_es,300,300,0,0.07105647009793707,0.02422204817666049,15.602894022685684,15.761357499756024,11.699162793910292,960.5281130472819,930.8140277862549,1261.7815971374512,352.0,478.0,304.8979227542877,4387.959187499999,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,common_voice_25_lt,300,300,0,0.3031609195402299,0.0724388379204893,3.6093705999877934,3.4131256954542524,2.6697142907126348,1624.384515285492,1562.0841979980469,2263.161325454712,0.0,3172.0,489.0359261035919,1719.7432499999986,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,voxpopuli_es,300,300,0,0.07645730706075533,0.05332024860974812,3.9687597012267415,3.961203616355536,2.8602734367203153,2956.473570664724,2663.869023323059,4774.826240539553,80.0,3172.0,901.0168528556824,3639.5966875,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,common_voice_22_lt,300,300,0,0.7231222385861561,0.20345350293284123,11.668904350738194,11.32181236750278,8.499885817795834,490.28394142786664,486.2154722213745,686.2256765365601,0.0,478.0,149.13388299942017,1663.3672499999998,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,voxpopuli_lt,300,42,0,0.4195121951219512,0.2072421597154866,4.337893600406484,4.208120701812226,3.5035428686983803,2404.2669250851586,2229.6072244644165,3554.2757511138916,0.0,1446.0,102.01244902610779,436.524875,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,common_voice_22_es,300,300,0,0.20297887080013854,0.12585945693975062,16.275809926021658,15.978972868570384,11.772231356532313,387.41042137145996,371.3397979736328,428.1078815460205,0.0,1660.0,119.06297016143799,1813.5119999999986,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,common_voice_22_lt,300,300,0,0.2847324496809033,0.06597245106439069,6.998932773772058,6.66105421979003,5.415975757321299,787.8097001711527,783.8809490203857,969.4608688354493,256.0,3104.0,238.58293867111206,1663.3672499999998,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,mls_es,300,300,0,0.1982704730152115,0.06343960725133241,38.9651443110084,39.11449690115618,28.98511274236643,385.2232885360718,381.0007572174072,509.2163562774658,92.0,74.0,132.52213287353516,4387.959187499999,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,mls_es,300,300,0,0.035632423421546155,0.01577871592580565,5.253743778226834,5.286353913829207,3.9994646297569774,2839.528079032898,2756.660580635071,3674.8934030532837,1448.0,3172.0,868.6626694202423,4387.959187499999,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,voxpopuli_es,300,300,0,0.1903735632183908,0.13074393540278567,24.923998578207247,24.606381823783245,19.207521194149933,500.50577481587726,432.77525901794434,814.0384674072266,8.0,130.0,220.0814492702484,3639.5966875,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,fleurs_es,300,300,0,0.050362506473329884,0.016260886997972956,15.937513515212776,15.576175498472487,13.485762588793303,777.087078889211,736.099362373352,1089.731287956238,0.0,478.0,238.76188111305237,3657.06,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,fleurs_es,300,300,0,0.02757638529259451,0.009912458512462967,4.772161330015784,4.674619475464965,4.054422378736736,2568.27321767807,2436.5127086639404,3586.7085933685307,0.0,3288.875,776.4892055988312,3657.06,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,fleurs_es,300,300,0,0.02421025375453133,0.00915510213173546,4.880111870498899,4.796299516165446,4.179791425776489,2513.7792364756265,2402.4884700775146,3474.780106544495,0.0,3172.0,759.665755033493,3657.06,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,mls_es,300,300,0,0.037299437382788084,0.015262946761160672,4.807426792997042,4.867949117612497,3.59519802426772,3103.635481993357,3027.1530151367188,3984.5185279846196,1522.0,3288.875,966.3858420848846,4387.959187499999,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,common_voice_22_es,300,300,0,0.09075164530654659,0.03525230159655052,8.018510609452806,7.504733133054437,5.888075428533859,779.2857702573141,805.3221702575684,1023.0113744735718,0.0,1446.0,236.62656164169312,1813.5119999999986,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,mls_es,300,300,0,0.03354865596999375,0.01426961355517775,22.644545434159852,22.81523705289466,17.971199281177633,651.273238658905,631.4561367034912,796.3778018951417,272.0,1660.0,211.97272419929504,4387.959187499999,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,voxpopuli_es,300,300,0,0.07799671592775041,0.05419830242928223,9.081886646697276,9.122057132928187,5.967110388558181,1257.6424090067546,1165.1220321655273,1940.8238649368288,448.0,3104.0,390.5788645744324,3639.5966875,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,common_voice_25_lt,300,300,0,0.20545977011494254,0.06345565749235474,67.85063470365917,67.03224129980569,51.966795169877614,83.42864433924358,83.70363712310791,97.94516563415527,0.0,2450.0,26.701600074768066,1719.7432499999986,Tesla T4
