model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,voxpopuli_lt,30,30,0,0.6369958275382476,0.5590333716915995,2.571434815452267,2.679334035706616,2.047387221890856,5509.372854232788,3760.6170177459717,7858.708095550537,1848.0,3172.0,166.68711876869202,322.11375,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,fleurs_lt,30,30,0,0.6306569343065693,0.21128205128205127,7.989306361520636,7.446681402348668,6.4628213580559395,1377.574634552002,1314.8934841156006,1985.7298612594607,0.0,478.0,42.5765266418457,322.9200000000001,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,voxpopuli_lt,30,30,0,0.7816411682892906,0.32105868814729577,13.804996628440524,13.06498228638792,10.475437462874043,796.206259727478,764.9255990982056,1173.4185934066777,180.0,130.0,24.83554458618164,322.11375,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,common_voice_22_lt,30,30,0,0.3222748815165877,0.10038610038610038,3.2955400277759925,3.2196498849268074,2.509201608765097,1563.6774857838948,1483.4671020507812,2192.839479446411,0.0,3172.0,47.42602896690369,154.01999999999998,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,common_voice_22_lt,30,30,0,0.27488151658767773,0.10888030888030888,40.97234889944784,38.04435865252397,31.130615419230722,124.04536406199138,122.82145023345947,139.66159820556643,0.0,2450.0,4.220335245132446,154.01999999999998,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,fleurs_lt,30,30,0,0.2364963503649635,0.07179487179487179,2.8452640986824727,2.7608384525102307,2.2993978331241465,3824.191085497538,3651.4843702316284,5408.11083316803,0.0,3172.0,115.92899203300476,322.9200000000001,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,voxpopuli_lt,30,30,0,0.5507649513212796,0.23958573072497122,8.051503493903764,7.760972426793074,6.169902354882726,1363.1052176157634,1264.6129131317139,2223.8007783889775,356.0,478.0,41.86356472969055,322.11375,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,voxpopuli_lt,30,30,0,0.27816411682892905,0.1666283084004603,2.722327245467386,2.7678864418997415,2.1790968414728544,3977.3110230763755,3527.9483795166016,6488.153958320619,1522.0,3288.875,141.19247484207153,322.11375,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,voxpopuli_lt,30,30,0,0.2670375521557719,0.16869965477560414,57.65596635291415,62.27309243766835,37.37024503113892,255.0251563390096,159.09218788146973,268.1359052658081,258.0,2450.0,8.716835975646973,322.11375,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_22_lt,30,30,0,3.924170616113744,2.2054054054054055,21.521829977450025,22.968004178682442,12.225482117714018,592.7295446395874,212.363600730896,737.4905109405564,0.0,74.0,18.266037464141846,154.01999999999998,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,fleurs_lt,30,30,0,0.22773722627737225,0.07435897435897436,12.330795082034285,12.295048727786517,9.986123589966562,865.9889300664266,844.7535037994385,1124.25696849823,0.0,1660.0,27.146475315093994,322.9200000000001,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,fleurs_lt,30,30,0,0.1927007299270073,0.06358974358974359,60.87975099328621,62.56807169176666,48.37657357729049,174.1496721903483,170.190691947937,212.28995323181155,2.0,2450.0,7.385879278182983,322.9200000000001,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,fleurs_lt,30,30,0,0.23795620437956205,0.07794871794871795,18.475526778095173,17.744333963622104,13.514622071817794,572.6681311925253,558.2424402236938,650.9557247161865,288.0,1696.0,18.32028317451477,322.9200000000001,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,fleurs_lt,30,30,0,0.8598540145985402,0.32487179487179485,14.273856785970244,13.523163300956469,11.891918725619096,772.7219581604004,738.581657409668,1062.2787952423098,0.0,130.0,24.331143379211426,322.9200000000001,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,voxpopuli_lt,30,30,0,0.27816411682892905,0.17491369390103567,17.469309425863518,16.95769915479024,9.737053099315444,591.8463945388794,569.0931081771851,741.5565967559814,328.0,1696.0,18.723129987716675,322.11375,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,common_voice_22_lt,30,30,0,0.7582938388625592,0.3227799227799228,11.413216782373556,11.142032543299791,8.560142390302758,585.6243848800659,430.8772087097168,585.8657836914062,40.0,1660.0,18.04890513420105,154.01999999999998,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,fleurs_lt,30,30,0,0.39416058394160586,0.11205128205128205,4.137149598225166,4.019740978114904,3.4633147152202963,2634.631848335266,2524.541139602661,3628.8377761840825,0.0,1446.0,80.22478008270264,322.9200000000001,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,voxpopuli_lt,30,30,0,0.37830319888734354,0.1949367088607595,3.925942650566944,3.7500163366187818,3.110133963903114,2752.1028995513916,2537.951707839966,4595.546245574952,948.0,1446.0,83.5585081577301,322.11375,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,voxpopuli_lt,30,30,0,0.25591098748261476,0.17008055235903338,6.997054517177319,7.168361468129476,4.931739295514847,1502.3547331492107,1404.5079946517944,2426.4324426651,456.0,3104.0,46.06506299972534,322.11375,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,voxpopuli_lt,30,30,0,1.152990264255911,0.4326812428078251,16.86115031254304,16.918212453946687,13.464355559724767,741.3390398025513,605.3601503372192,1174.5630264282227,98.0,74.0,23.176724672317505,322.11375,Tesla T4
